OID_,FOD_ID,FPA_ID,SOURCE_SYS,SOURCE_S_1,NWCG_REPOR,NWCG_REP_1,NWCG_REP_2,SOURCE_REP,SOURCE_R_1,LOCAL_FIRE,LOCAL_INCI,FIRE_CODE,FIRE_NAME,ICS_209_IN,ICS_209_NA,MTBS_ID,MTBS_FIRE_,COMPLEX_NA,FIRE_YEAR,DISCOVERY_,DISCOVERY1,DISCOVER_1,STAT_CAUSE,STAT_CAU_1,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESC,STATE,COUNTY,FIPS_CODE,FIPS_NAME
61,201145019,2011OKOFS3-2011-30215-A,NONFED,ST-NASF,ST/C&L,USOKOKS,Oklahoma Division of Forestry,OKOFS,Oklahoma Forestry Services, ,3-2011-30215-A, ,30215,OK-NEU-11-30215,Oak Ridge, , , ,2011,3/24/2011 0:00:00,83,2003,7.000000000000000,Arson,3/24/2011 0:00:00,83,2003,740.000000000000000,E,35.677466650000000,-94.523049990000004,15.000000000000000,UNDEFINED FEDERAL,OK,Adair,001,Adair
62,201145062,2011NENFS13531,NONFED,ST-NASF,ST/C&L,USNENES,Nebraska Department of Forestry,NENFS,Nebraska Forest Service, ,13531, , , , , , , ,2011,3/18/2011 0:00:00,77,1419,2.000000000000000,Equipment Use,3/18/2011 0:00:00,77,1816,3650.000000000000000,F,42.282897949999999,-101.073700000000002,14.000000000000000,MISSING/NOT SPECIFIED,NE, , , 
63,201147839,2011CACDFTCU007982,NONFED,ST-NASF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit, ,TCU007982, ,MILTON,CA-TCU-007982,MILTON,CA3794512084420110909,MILTON, ,2011,9/9/2011 0:00:00,252,1906,1.000000000000000,Lightning,,0, ,1122.000000000000000,F,37.944721999999999,-120.843889000000004,14.000000000000000,MISSING/NOT SPECIFIED,CA,STANISLAUS,099,Stanislaus
64,201107090,W-628319,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District, , ,F9L3,GILMAN,CA-RRU-071943,Gilman,CA3393811708020110806,GILMAN, ,2011,8/6/2011 0:00:00,218,1559,9.000000000000000,Miscellaneous,8/8/2011 0:00:00,220,0000,1026.599999999999909,F,33.937500000000000,-117.081699999999998,1.000000000000000,BLM,CA,Riverside,065,Riverside
65,201107130,W-628870,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District, , ,GEK7,CANYON,CA-KRN-027244,CANYON,CA3507211843420110904,CANYON, ,2011,9/4/2011 0:00:00,247,1000,2.000000000000000,Equipment Use,9/11/2011 0:00:00,254,1800,3128.000000000000000,F,35.080599999999997,-118.423299999999998,1.000000000000000,BLM,CA,Kern,029,Kern
66,201108773,W-623746,FED,DOI-WFMI,BLM,USNMADO,Albuquerque District Office,NMABD,Albuquerque Field Office, , ,F8QX,HEIFER,NM-RPD-629,Heifer, , , ,2011,7/28/2011 0:00:00,209,1619,1.000000000000000,Lightning,8/30/2011 0:00:00,242,1200,1276.000000000000000,F,35.531399999999998,-107.338897000000003,1.000000000000000,BLM,NM,McKinley,031,McKinley
67,201108788,W-617765,FED,DOI-WFMI,BLM,USNMCAD,Carlsbad Field Office,NMCAD,Carlsbad Field Office, , ,F0C9,IRON DRAW,NM-N5S-100,IRON DRAW, , , ,2011,1/24/2011 0:00:00,24,1712,13.000000000000000,Missing/Undefined,1/24/2011 0:00:00,24,2318,509.000000000000000,E,32.571100000000001,-103.677499999999995,7.000000000000000,STATE,NM,Lea,025,Lea
68,201108796,W-618120,FED,DOI-WFMI,BLM,USNMCAD,Carlsbad Field Office,NMCAD,Carlsbad Field Office, , ,F0X3,DELTA,NM-N5S-130,DELTA,NM3260710436220110227,DELTA, ,2011,2/27/2011 0:00:00,58,1011,4.000000000000000,Campfire,3/3/2011 0:00:00,62,1300,3200.000000000000000,F,32.609200000000001,-104.341700000000003,7.000000000000000,STATE,NM,Eddy,015,Eddy
69,201108809,W-618490,FED,DOI-WFMI,BLM,USNMCAD,Carlsbad Field Office,NMCAD,Carlsbad Field Office, , ,F1JB,EAGLE DRAW,NM-ROD-007,EAGLE DRAW,NM3283410474820110315,EAGLEDRAW, ,2011,3/15/2011 0:00:00,74,1627,2.000000000000000,Equipment Use,3/18/2011 0:00:00,77,1800,4017.000000000000000,F,32.834400000000002,-104.748599999999996,1.000000000000000,BLM,NM,Eddy,015,Eddy
70,201108832,W-618718,FED,DOI-WFMI,BLM,USNMCAD,Carlsbad Field Office,NMCAD,Carlsbad Field Office, , ,F2BR,CURRY,NM-N5S-207,CURRY, , , ,2011,4/9/2011 0:00:00,99,1614,13.000000000000000,Missing/Undefined,4/9/2011 0:00:00,99,2240,600.000000000000000,E,32.863300000000002,-103.751900000000006,8.000000000000000,PRIVATE,NM,Eddy,015,Eddy
71,201108849,W-619087,FED,DOI-WFMI,BLM,USNMCAD,Carlsbad Field Office,NMCAD,Carlsbad Field Office, , ,F2UG,LAST CHANCE,NM-LNF-000009,Last Chance,NM3223310475220110424,LASTCHANCE, ,2011,4/24/2011 0:00:00,114,0933,4.000000000000000,Campfire,5/18/2011 0:00:00,138,1800,53342.000000000000000,G,32.232500000000002,-104.752200000000002,5.000000000000000,USFS,NM,Eddy,015,Eddy
72,201108851,W-620262,FED,DOI-WFMI,BLM,USNMCAD,Carlsbad Field Office,NMCAD,Carlsbad Field Office, , ,F2ZP,FULFER,NM-N5S-263,Fulfer,NM3208110317520110426,FULFER, ,2011,4/26/2011 0:00:00,116,1423,9.000000000000000,Miscellaneous,4/27/2011 0:00:00,117,1200,2128.000000000000000,F,32.088900000000002,-103.199700000000007,1.000000000000000,BLM,NM,Eddy,015,Eddy
73,201113410,W-618117,FED,DOI-WFMI,NPS,USFLBCP,Big Cypress National Preserve,FLBCP,Big Cypress National Preserve,4, ,F0H0,YES FIRE,FL-BCP-00004,Yes,FL2594708128120110207,YES, ,2011,2/7/2011 0:00:00,38,1200,9.000000000000000,Miscellaneous,2/10/2011 0:00:00,41,1900,1354.000000000000000,F,25.916699999999999,-81.266700000000000,3.000000000000000,NPS,FL, , , 
74,201113425,W-619657,FED,DOI-WFMI,NPS,USFLBCP,Big Cypress National Preserve,FLBCP,Big Cypress National Preserve,20, ,F2ZF,JARHEAD,FL-BCP-110020,Jarhead, , , ,2011,4/26/2011 0:00:00,116,1730,1.000000000000000,Lightning,5/20/2011 0:00:00,140,1900,38131.000000000000000,G,25.972799999999999,-81.071399999999997,3.000000000000000,NPS,FL, , , 
75,201113439,W-625597,FED,DOI-WFMI,NPS,USFLBCP,Big Cypress National Preserve,FLBCP,Big Cypress National Preserve,34, ,F40F,OIL PAD COMPLEX,FL-BCP-000037,Oil Pad Complex,FL2620308116120110613,OILPADCOMPLEX,OIL PAD COMPLEX,2011,6/13/2011 0:00:00,164,1200,1.000000000000000,Lightning,6/20/2011 0:00:00,171,1900,3149.000000000000000,F,26.001700000000000,-81.236099999999993,3.000000000000000,NPS,FL, , , 
76,201113440,W-625599,FED,DOI-WFMI,NPS,USFLBCP,Big Cypress National Preserve,FLBCP,Big Cypress National Preserve,35, ,F4YT,BUNSCHU SOUTH,FL-BCP-000035,BUNSHUE SOUTH,FL2620308116120110613,OILPADCOMPLEX,OIL PAD COMPLEX,2011,6/13/2011 0:00:00,164,1200,1.000000000000000,Lightning,6/25/2011 0:00:00,176,1900,1408.000000000000000,F,26.202800000000000,-81.160799999999995,3.000000000000000,NPS,FL, , , 
77,201113442,W-625601,FED,DOI-WFMI,NPS,USFLBCP,Big Cypress National Preserve,FLBCP,Big Cypress National Preserve,37, ,F4YS,NORTH,FL-BCP-000037,Oil Pad Complex,FL2624308122420110613,MONKEYFARM,OIL PAD COMPLEX,2011,6/13/2011 0:00:00,164,1200,1.000000000000000,Lightning,6/25/2011 0:00:00,176,1900,5878.000000000000000,G,26.242500000000000,-81.223600000000005,3.000000000000000,NPS,FL, , , 
78,201113496,W-628829,FED,DOI-WFMI,NPS,USFLEVP,Everglades National Park,FLEVP,Everglades National Park,1159, ,F4PT,DOF PRARIE FIRE,FL-FLS-2011-18-0234,PRAIRIE FIRE,FL2580408046920110605,PRAIRIEFIRE, ,2011,6/6/2011 0:00:00,157,1325,1.000000000000000,Lightning,6/15/2011 0:00:00,166,1325,68295.000000000000000,G,25.801900000000000,-80.469399999999993,7.000000000000000,STATE,FL, , , 
79,201113511,W-625789,FED,DOI-WFMI,NPS,USFLEVP,Everglades National Park,FLEVP,Everglades National Park,1175, ,F81B,AFTERNOON FIRE,FL-EVP-110075,Afternoon,FL2573308053320110801,AFTERNOON, ,2011,8/1/2011 0:00:00,213,1531,1.000000000000000,Lightning,8/8/2011 0:00:00,220,1200,10423.000000000000000,G,25.733300000000000,-80.533299999999997,3.000000000000000,NPS,FL, , , 
80,201113519,W-627440,FED,DOI-WFMI,NPS,USFLEVP,Everglades National Park,FLEVP,Everglades National Park,1183, ,GA5A,CUT OFF,FL-EVP-110083,Cutoff, , , ,2011,3/17/2011 0:00:00,76,1800,1.000000000000000,Lightning,8/18/2011 0:00:00,230,1800,925.000000000000000,E,25.527000000000001,-81.143000000000001,3.000000000000000,NPS,FL, , , 
81,201113522,W-627439,FED,DOI-WFMI,NPS,USFLEVP,Everglades National Park,FLEVP,Everglades National Park,1186, ,GB29,SHANTY FIRE,FL-EVP-110086,Shanty, , , ,2011,8/23/2011 0:00:00,235,1500,1.000000000000000,Lightning,8/25/2011 0:00:00,237,1200,7491.000000000000000,G,25.709399999999999,-80.628600000000006,3.000000000000000,NPS,FL, , , 
82,201146613,2011FLFLS2011160438,NONFED,ST-NASF,ST/C&L,USFLFLS,Florida Forest Service,FLFLS,Florida Forest Service, ,2011160438, ,SATURDAY (28), , ,FL2706008126820110514,SATURDAY, ,2011,5/14/2011 0:00:00,134,1525,1.000000000000000,Lightning,5/20/2011 0:00:00,140,2153,541.500000000000000,E,27.059699999999999,-81.268400000000000,8.000000000000000,PRIVATE,FL,Highlands,055,Highlands
83,201150447,2011MD-DNR4081,NONFED,ST-NASF,ST/C&L,USMDMDS,Maryland Department of Natural Resources Forest Service,MDDNR,Maryland Department of Natural Resources Forest Service, ,4081, ,THOROFARE,MD-MDS-4081,THOROFARE,MD3840507599120110214,THOROFARE, ,2011,2/14/2011 0:00:00,45,1000,7.000000000000000,Arson,2/14/2011 0:00:00,45,1200,590.100000000000023,E,38.404811109999997,-75.991222219999997,7.000000000000000,STATE,MD,Dorchester,019,Dorchester
84,201150455,2011MD-DNR4089,NONFED,ST-NASF,ST/C&L,USMDMDS,Maryland Department of Natural Resources Forest Service,MDDNR,Maryland Department of Natural Resources Forest Service, ,4089, ,BLACKWATER COMPLEX,MD-MDS-4089,BLACKWATER COMPLEX,MD3836807604120110211,BLACKWATERCOMPLEX,BLACKWATER COMPLEX,2011,2/11/2011 0:00:00,42,1500,7.000000000000000,Arson,2/11/2011 0:00:00,42,1700,1367.000000000000000,F,38.368344440000001,-76.040980559999994,7.000000000000000,STATE,MD,Dorchester,019,Dorchester
85,201150456,2011MD-DNR4090,NONFED,ST-NASF,ST/C&L,USMDMDS,Maryland Department of Natural Resources Forest Service,MDDNR,Maryland Department of Natural Resources Forest Service, ,4090, ,GUINEA ISLAND COMPLEX,MD-MDS-4090,GUINEA ISLAND COMPLEX,MD3838507598720110216,GUINEAISLANDCOMPLEX,GUINEA ISLAND COMPLEX,2011,2/16/2011 0:00:00,47,1000,7.000000000000000,Arson,2/16/2011 0:00:00,47,2000,649.000000000000000,E,38.385138890000000,-75.986902779999994,7.000000000000000,STATE,MD,Dorchester,019,Dorchester
86,201150464,2011MD-DNR4098,NONFED,ST-NASF,ST/C&L,USMDMDS,Maryland Department of Natural Resources Forest Service,MDDNR,Maryland Department of Natural Resources Forest Service, ,4098, ,LITTLE PATUXENT RIVER,MD-MDS-4098,LITTLE PATUXENT,MD3900907671420110219,LITTLEPATUXENT, ,2011,2/19/2011 0:00:00,50,1442,4.000000000000000,Campfire,2/19/2011 0:00:00,50,2330,500.000000000000000,E,39.026638890000001,-76.726158330000004,8.000000000000000,PRIVATE,MD,Anne Arundel,003,Anne Arundel
87,201180482,2011MNDNR2011121066,NONFED,ST-NASF,ST/C&L,USMNMNS,Minnesota Department of Natural Resources,MNDNR,Minnesota Department of Natural Resources, ,2011121066, ,JUNEBERRY 3,MN-MNS-1210660,Juneberry 3,MN4883009632220111005,JUNEBERRY3,JUNEBERRY 3 COMPLEX,2011,10/5/2011 0:00:00,278,1330,5.000000000000000,Debris Burning,,0, ,28810.000000000000000,G,48.821599999999997,-96.330010000000001,14.000000000000000,MISSING/NOT SPECIFIED,MN,Roseau,135,Roseau
88,201152618,2011FLFLS2011180254,NONFED,ST-NASF,ST/C&L,USFLFLS,Florida Forest Service,FLFLS,Florida Forest Service, ,2011180254, ,TRAIL 2 (50), , , , , ,2011,6/15/2011 0:00:00,166,1435,1.000000000000000,Lightning,6/23/2011 0:00:00,174,1218,937.000000000000000,E,26.947299999999998,-80.423500000000004,7.000000000000000,STATE,FL,Palm Beach,099,Palm Beach
89,201152722,2011FLFLS2011150387,NONFED,ST-NASF,ST/C&L,USFLFLS,Florida Forest Service,FLFLS,Florida Forest Service, ,2011150387, ,NORTH POWERLINE WETLAND (58),FL-FLS-2011-15-0387,NORTH POWERLINE, , , ,2011,6/5/2011 0:00:00,156,1600,9.000000000000000,Miscellaneous,6/11/2011 0:00:00,162,1735,661.600000000000023,E,27.157499999999999,-82.211699999999993,12.000000000000000,MUNICIPAL/LOCAL,FL,Sarasota,115,Sarasota
90,201153945,2011FLFLS2011140104,NONFED,ST-NASF,ST/C&L,USFLFLS,Florida Forest Service,FLFLS,Florida Forest Service, ,2011140104, ,53 IMC PARK COMMAND,FL-FLS-2011-14-0104,IMC PARK COMMAND, , , ,2011,2/4/2011 0:00:00,35,1545,11.000000000000000,Powerline,2/4/2011 0:00:00,35,1911,500.000000000000000,E,27.843900000000001,-81.811400000000006,12.000000000000000,MUNICIPAL/LOCAL,FL,Polk,105,Polk
91,201107147,W-629622,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District, , ,GHU9,GREAT,CA-MVU-011019,GREAT,CA3309811647820111001,GREAT, ,2011,10/1/2011 0:00:00,274,1254,1.000000000000000,Lightning,10/8/2011 0:00:00,281,2000,2134.199999999999818,F,35.097499999999997,-116.478600000000000,1.000000000000000,BLM,CA,San Diego,073,San Diego
92,201107178,W-618353,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California, , ,F1M2,CENTER,CA-BDU-002915,CENTER, , , ,2011,3/18/2011 0:00:00,77,1521,13.000000000000000,Missing/Undefined,3/22/2011 0:00:00,81,1500,850.000000000000000,E,37.150002999999998,-118.316396999999995,8.000000000000000,PRIVATE,CA,Inyo,027,Inyo
93,201107234,W-620455,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California, , ,F4XD,IKEA, , , , , ,2011,6/12/2011 0:00:00,163,1657,13.000000000000000,Missing/Undefined,6/12/2011 0:00:00,163,2130,629.000000000000000,E,35.024200000000000,-119.021900000000002,8.000000000000000,PRIVATE,CA, , , 
94,201107240,W-620894,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California, , ,F5BL,ANTELOPE,CA-KRN-017988,ANTELOPE,CA3550411987920110619,ANTELOPE, ,2011,6/19/2011 0:00:00,170,1013,9.000000000000000,Miscellaneous,6/21/2011 0:00:00,172,1800,5196.000000000000000,G,35.484200000000001,-119.863299999999995,8.000000000000000,PRIVATE,CA, , , 
95,201107263,W-622155,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California, , ,F5RS,STAGE,CA-TUU-000134,Stage,CA3581211884420110627,STAGE, ,2011,6/27/2011 0:00:00,178,1200,13.000000000000000,Missing/Undefined,6/29/2011 0:00:00,180,1800,1200.000000000000000,F,35.811900000000001,-118.844200000000001,8.000000000000000,PRIVATE,CA, , , 
96,201108864,W-621829,FED,DOI-WFMI,BLM,USNMCAD,Carlsbad Field Office,NMCAD,Carlsbad Field Office, , ,F3M1,RAGING BULL,NM-N5S-289,RAGING BULL,NM3294610352520110509,RAGINGBULL, ,2011,5/9/2011 0:00:00,129,1100,13.000000000000000,Missing/Undefined,5/11/2011 0:00:00,131,1700,7516.000000000000000,G,32.858600000000003,-103.750000000000000,7.000000000000000,STATE,NM,Eddy,015,Eddy
97,201108865,W-626187,FED,DOI-WFMI,BLM,USNMCAD,Carlsbad Field Office,NMCAD,Carlsbad Field Office, , ,F3M6,MAYHILL,NM-N5S-00290,MAYHILL,NM3287010548020110509,MAYHILL, ,2011,5/9/2011 0:00:00,129,1341,11.000000000000000,Powerline,5/29/2011 0:00:00,149,1630,31861.000000000000000,G,32.895000000000003,-105.489199999999997,5.000000000000000,USFS,NM, , , 
98,201108866,W-621455,FED,DOI-WFMI,BLM,USNMCAD,Carlsbad Field Office,NMCAD,Carlsbad Field Office, , ,F3P4,ROSS, , , , , ,2011,5/10/2011 0:00:00,130,2251,1.000000000000000,Lightning,5/16/2011 0:00:00,136,1450,567.000000000000000,E,32.051400000000001,-103.751700000000000,1.000000000000000,BLM,NM,Lea,025,Lea
99,201108878,W-621514,FED,DOI-WFMI,BLM,USNMCAD,Carlsbad Field Office,NMCAD,Carlsbad Field Office, , ,F4HR,WELL,NM-N5S-00358,Wells,NM3258910518820110602,WELLS, ,2011,6/2/2011 0:00:00,153,0904,1.000000000000000,Lightning,6/20/2011 0:00:00,171,1330,4254.000000000000000,F,32.645600000000002,-105.326099999999997,7.000000000000000,STATE,NM,Otero,035,Otero
100,201108886,W-621515,FED,DOI-WFMI,BLM,USNMCAD,Carlsbad Field Office,NMCAD,Carlsbad Field Office, , ,F4LW,SERPENTINE,NM-N5S-000374,Serpentine,NM3219910458420110605,SERPENTINE, ,2011,6/5/2011 0:00:00,156,0737,1.000000000000000,Lightning,6/12/2011 0:00:00,163,1800,8157.000000000000000,G,32.199399999999997,-104.583600000000004,7.000000000000000,STATE,NM,Eddy,015,Eddy
101,201108892,W-621539,FED,DOI-WFMI,BLM,USNMCAD,Carlsbad Field Office,NMCAD,Carlsbad Field Office, , ,F4T1,WIR1,NM-N5S-385,WIR1,NM3271410338420110609,WIR1, ,2011,6/9/2011 0:00:00,160,1440,13.000000000000000,Missing/Undefined,6/9/2011 0:00:00,160,2100,8920.000000000000000,G,32.713600000000000,-103.383899999999997,7.000000000000000,STATE,NM,Eddy,015,Eddy
102,201108949,W-626231,FED,DOI-WFMI,BLM,USNMCAD,Carlsbad Field Office,NMCAD,Carlsbad Field Office, , ,F9RF,TOMS CANYON,NM-CAD-000100,Tom's Canyon,NM3234910450720110807,TOM'SCANYON, ,2011,8/7/2011 0:00:00,219,1819,1.000000000000000,Lightning,8/26/2011 0:00:00,238,0900,7528.000000000000000,G,32.349400000000003,-104.506699999999995,1.000000000000000,BLM,NM,Eddy,015,Eddy
103,201108951,W-626241,FED,DOI-WFMI,BLM,USNMCAD,Carlsbad Field Office,NMCAD,Carlsbad Field Office, , ,F9SV,CUEVO CANYON,NM-N5S-000123,Cuevo Canyon, , , ,2011,8/7/2011 0:00:00,219,1512,1.000000000000000,Lightning,8/10/2011 0:00:00,222,1130,550.000000000000000,E,32.806899999999999,-105.283100000000005,7.000000000000000,STATE,NM,Eddy,015,Eddy
104,201141132,2011SCSCS11WF0925,NONFED,ST-NASF,ST/C&L,USSCSCS,South Carolina Forestry Commission,SCSCS,South Carolina Forestry Commission, ,11WF0925, ,WINDY,SC-SCS-W032311-48,Windy,SC3317807943320110323,WINDY, ,2011,3/23/2011 0:00:00,82,1446,7.000000000000000,Arson,3/24/2011 0:00:00,83,1858,2466.000000000000000,F,33.166668000000001,-79.433334000000002,8.000000000000000,PRIVATE,SC,Charleston County,019,Charleston
105,201141169,2011SCSCS11WF0924,NONFED,ST-NASF,ST/C&L,USSCSCS,South Carolina Forestry Commission,SCSCS,South Carolina Forestry Commission, ,11WF0924, ,SANDRIDGE,SC-SCS-W032411-6,Sandridge Road,SC3309408045620110324,SANDRIDGEROAD, ,2011,3/24/2011 0:00:00,83,1145,5.000000000000000,Debris Burning,3/25/2011 0:00:00,84,1757,1247.000000000000000,F,33.094009000000000,-80.455726999999996,8.000000000000000,PRIVATE,SC,Dorchester County,035,Dorchester
106,201145207,2011OKOFS3-2011-40302-A,NONFED,ST-NASF,ST/C&L,USOKOKS,Oklahoma Division of Forestry,OKOFS,Oklahoma Forestry Services, ,3-2011-40302-A, ,40302,OK-NEU-11-40302,P bar H Ranch, , , ,2011,4/5/2011 0:00:00,95,2000,5.000000000000000,Debris Burning,4/5/2011 0:00:00,95,2000,900.000000000000000,E,35.841500029999999,-95.819499969999995,8.000000000000000,PRIVATE,OK,Okmulgee,111,Okmulgee
107,201145248,2011NENFS14174,NONFED,ST-NASF,ST/C&L,USNENES,Nebraska Department of Forestry,NENFS,Nebraska Forest Service, ,14174, , , , , , , ,2011,10/5/2011 0:00:00,278,1459,2.000000000000000,Equipment Use,10/5/2011 0:00:00,278,2215,1200.000000000000000,F,42.731700900000000,-97.497940060000005,14.000000000000000,MISSING/NOT SPECIFIED,NE, , , 
108,201148050,2011CACDFBEU001593,NONFED,ST-NASF,ST/C&L,USCABEU,San Benito-Monterey Unit,CABEU,CDF - San Benito-Monterey Unit, ,BEU001593, ,METZ,CA-BEU-001593,METZ, , , ,2011,5/12/2011 0:00:00,132,1815,9.000000000000000,Miscellaneous,,0, ,832.000000000000000,E,36.415832999999999,-121.278056000000007,14.000000000000000,MISSING/NOT SPECIFIED,CA,MONTEREY,053,Monterey
109,201152886,2011FLFLS2011100578,NONFED,ST-NASF,ST/C&L,USFLFLS,Florida Forest Service,FLFLS,Florida Forest Service, ,2011100578, ,MAYTOWN ROAD (64),FL-FLS-2011-10-0578,MAYTOWN ROAD,FL2884308102420110613,MAYTOWNROAD, ,2011,6/13/2011 0:00:00,164,1614,1.000000000000000,Lightning,6/27/2011 0:00:00,178,0912,2397.000000000000000,F,28.842600000000001,-81.023700000000005,8.000000000000000,PRIVATE,FL,Volusia,127,Volusia
110,201107348,W-624788,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California, , ,F9A5,58 COMPLEX, , , , ,58 COMPLEX,2011,8/3/2011 0:00:00,215,1620,11.000000000000000,Powerline,8/4/2011 0:00:00,216,0800,665.000000000000000,E,35.291699999999999,-119.661900000000003,1.000000000000000,BLM,CA, , , 
111,201107385,W-627564,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California, , ,GF4Z,JOHN,CA-BDU-010475,JOHN,CA3713411828320110913,JOHN, ,2011,9/13/2011 0:00:00,256,1330,2.000000000000000,Equipment Use,9/16/2011 0:00:00,259,0800,5353.000000000000000,G,37.137799999999999,-118.282200000000003,1.000000000000000,BLM,CA,Inyo,027,Inyo
112,201107393,W-628190,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California, , ,GFM9,COMMANCHE,CA-KRN-027933,COMANCHE,CA3511711878320110910,COMANCHE,COMANCHE COMPLEX,2011,9/10/2011 0:00:00,253,0930,1.000000000000000,Lightning,9/16/2011 0:00:00,259,1800,25577.000000000000000,G,35.113900000000001,-118.166700000000006,8.000000000000000,PRIVATE,CA, , , 
113,201107408,W-628202,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California, , ,GGT0,INDIAN,CA-KRN-027912,KEENE Complex,CA3511811837820110910,KEENECOMPLEX,KEENE COMPLEX,2011,9/10/2011 0:00:00,253,0930,1.000000000000000,Lightning,9/15/2011 0:00:00,258,1800,810.000000000000000,E,35.306100000000001,-118.539400000000001,8.000000000000000,PRIVATE,CA, , , 
114,201107409,W-628188,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California, , ,GGT9,CALIENTE,CA-KRN-027912,KEENE Complex,CA3511811837820110910,KEENECOMPLEX,KEENE COMPLEX,2011,9/10/2011 0:00:00,253,0930,1.000000000000000,Lightning,9/10/2011 0:00:00,253,2230,552.000000000000000,E,35.268900000000002,-118.652500000000003,8.000000000000000,PRIVATE,CA, , , 
115,201109037,W-618619,FED,DOI-WFMI,BLM,USNMLCD,Las Cruces Field Office,NMLCD,Las Cruces Field Office, , ,F0XB,DOG CANYON,NM-CAD-00011,DOG CANYON,NM3202810492620110224,DOGCANYON, ,2011,2/24/2011 0:00:00,55,1717,9.000000000000000,Miscellaneous,3/3/2011 0:00:00,62,1000,3418.000000000000000,F,32.073099999999997,-104.974400000000003,1.000000000000000,BLM,NM,Otero,035,Otero
116,201109038,W-618819,FED,DOI-WFMI,BLM,USNMLCD,Las Cruces Field Office,NMLCD,Las Cruces Field Office, , ,F11X,GREEN CHILE,NM-N3S-000250,Green Chile,NM3261410729020110403,GREENCHILE, ,2011,4/3/2011 0:00:00,93,1552,13.000000000000000,Missing/Undefined,4/5/2011 0:00:00,95,1440,1400.000000000000000,F,32.597499999999997,-107.290300000000002,7.000000000000000,STATE,NM,Luna,029,Luna
117,201109049,W-619314,FED,DOI-WFMI,BLM,USNMLCD,Las Cruces Field Office,NMLCD,Las Cruces Field Office, , ,F2D0,CENTENNIAL,NM-LCD-000279,CENTENNIAL,NM3235010584620110411,CENTENNIAL, ,2011,4/11/2011 0:00:00,101,1300,7.000000000000000,Arson,4/13/2011 0:00:00,103,1900,5181.000000000000000,G,32.348100000000002,-105.846400000000003,1.000000000000000,BLM,NM,Otero,035,Otero
118,201109053,W-619986,FED,DOI-WFMI,BLM,USNMLCD,Las Cruces Field Office,NMLCD,Las Cruces Field Office, , ,F2SC,RANGE 66B, , , , , ,2011,4/20/2011 0:00:00,110,1553,7.000000000000000,Arson,4/20/2011 0:00:00,110,2130,1100.000000000000000,F,32.307499999999997,-106.470299999999995,1.000000000000000,BLM,NM,Otero,035,Otero
119,201109062,W-624050,FED,DOI-WFMI,BLM,USNMLCD,Las Cruces Field Office,NMLCD,Las Cruces Field Office, , ,F4U2,AUGUSTINE,NM-LCD-000502,Augustine,NM3242810655220110610,AUGUSTINE, ,2011,6/10/2011 0:00:00,161,1735,2.000000000000000,Equipment Use,6/15/2011 0:00:00,166,1153,1472.000000000000000,F,32.428100000000001,-106.552499999999995,1.000000000000000,BLM,NM,Dona Ana,013,Dona Ana
120,201109068,W-624024,FED,DOI-WFMI,BLM,USNMLCD,Las Cruces Field Office,NMLCD,Las Cruces Field Office, , ,F5Z6,OTERO MESA,NM-LCD-000578,Otero Mesa,NM3238510580520110701,OTEROMESA, ,2011,7/1/2011 0:00:00,182,1207,7.000000000000000,Arson,7/2/2011 0:00:00,183,1400,1246.000000000000000,F,32.384700000000002,-105.805300000000003,1.000000000000000,BLM,NM,Otero,035,Otero
121,201120015,FWS-2011TXHGRF7C9,FED,FWS-FMIS,FWS,USTXHGR,Hagerman National Wildlife Refuge,TXHGR,HAGERMAN NATIONAL WILDLIFE REFUGE, , ,F7C9,SANDY CREEK,OK-WMR-,Sandy Creek, , , ,2011,7/10/2011 0:00:00,191,1630,5.000000000000000,Debris Burning,7/17/2011 0:00:00,198,1200,550.000000000000000,E,33.750555560000002,-96.810277780000007,8.000000000000000,PRIVATE,TX, , , 
