"","FIRE_ID","FIRE_TYPE","IG_DATE","LATITUDE","LONGITUDE","ACRES","US_L4CODE","ECO_US_ID","SECTION","year","month","ppt","tmean","vpdmax","vpdmin","PDSI","Open_Water","Developed","Barren","Deciduous","Evergreen","Mixed","Shrub","grass","Pasture","Crops","Wetlands","DOY","PET","EVI","NDVI","Elevation"
"79","NM3516710814920120423","Wildfire",2012-04-23,35.153,-108.171,1583,"23c",39,"White Mountain-San Francisco Peaks Section",2012,4,7.77299976348877,8.59800052642822,16.181999206543,3.09899997711182,-2.14,0.028664588,0,0,0.066286861,85.81282024,0,13.52789423,0.544627181,0,0,0.019706905,114,6,0.207,0.4602,2527
"80","OR4222111786120120423","Wildfire",2012-04-23,42.219,-117.836,6934,"80l",28,"Northwestern Basin and Range Section",2012,4,28.6830005645752,8.1830005645752,17.1569995880127,1.02199995517731,-2.5,0,0.010747295,0,0,0,0,20.28551981,76.87182059,0,0,2.831912302,114,5.8,0.0798,0.147,1434
"81","TX3060110420720120424","Wildfire",2012-04-24,30.638,-104.194,14001,"24c",38,"Basin and Range Section",2012,4,34.0410003662109,16.8210010528564,27.3969993591309,6.65100002288818,-3.64,0,0.001790703,0,8.516581907,57.28636917,0.641071556,9.920492801,23.63369386,0,0,0,115,7.2,0.1424,0.2812,2198
"82","TX3069610431620120424","Wildfire",2012-04-24,30.699,-104.293,12528,"24c",38,"Basin and Range Section",2012,4,21.9249992370605,18.1979999542236,29.8540000915527,7.375,-3.71,0,0.001790799,0,12.17205996,18.66370588,0.118192726,34.97430204,34.0699486,0,0,0,115,8,0.1299,0.2197,1827
"83","SD4333210306420120424","Wildfire",2012-04-24,43.304,-102.998,17815,"43g",62,"Northwestern Great Plains Section",2012,4,38.0670013427734,10.7310009002686,18.1760005950928,1.29799997806549,-3.17,0.130744708,0,0.007164094,0,0,0,0,99.81373357,0,0,0.048357632,115,7.2,0.0966,0.1705,981
"84","MI4456608410320120425","Wildfire",2012-04-25,44.581,-84.092,875,"50ae",115,"Northern Great Lakes Section",2012,4,42.4070014953613,5.68600034713745,10.2299995422363,0.501999974250793,0.75,1.423838094,5.518044237,0,17.30634906,50.62595146,6.563983165,8.501835766,8.498253783,0.214918958,0.025073878,1.32175159,116,3.9,0.1984,0.4167,365
"85","NV3671011405820120426","Wildfire",2012-04-26,36.699,-114.069,1184,"14a",35,"Mojave Desert Section",2012,4,5.75099992752075,18.4240016937256,30.0860004425049,9.14000034332275,-1.65,0,0.003582368,0,0.082394454,3.980010389,0.082394454,87.24498021,8.606638127,0,0,0,117,5.8,0.1357,0.2278,980
"86","FL2633208064020120505","Wildfire",2012-05-05,26.318,-80.68,3183,"76a",101,"Everglades Section",2012,5,162.271392822266,25.6180019378662,19.8889999389648,0.714999973773956,-0.699999999999999,0.763208342,0.320690829,0,0,0,0,0,0.550011645,0,0.077037462,98.28905172,126,6.2,0.24,0.5192,4
"87","FL2865808074720120506","Wildfire",2012-05-06,28.651,-80.748,584,"75d",158,"Florida Coastal Lowlands (Eastern) Section",2012,5,134.889495849609,24.8530006408691,17.1550006866455,0.610000014305115,-3.75,14.66831479,2.457856362,0.016122964,0.007165762,5.168305835,0.772110854,0.050160334,1.424195195,0.014331524,0,75.42143638,127,7.2,0.3076,0.5468,1
"88","AZ3133311041620120508","Wildfire",2012-05-08,31.362,-110.417,8374,"79e",38,"Basin and Range Section",2012,5,7.1121997833252,20.2700004577637,37.8689994812012,9.52099990844727,-2.82,0.007165634,0.983483215,0,0,4.052165813,0,78.20393393,8.699079216,0,0,0,129,7.1,0.1248,0.2117,1640
"89","AZ3423111078220120510","Wildfire",2012-05-10,34.234,-110.795,2220,"23l",39,"White Mountain-San Francisco Peaks Section",2012,5,0,14.4720010757446,26.0109996795654,5.00099992752075,-2.05,0,1.873276263,0,0,58.23990831,0,39.81517963,0.071635804,0,0,0,131,6.5,0.1618,0.3578,2070
"90","NV3742311500220120510","Wildfire",2012-05-10,37.441,-114.975,4308,"13v",34,"Southeastern Great Basin Section",2012,5,0,17.6000003814697,31.0599994659424,8.92899990081787,-2.11,0,0.005374418,0.023289144,0,1.126836259,0,22.9021856,75.94231458,0,0,0,131,7,0.1028,0.1557,1609
"91","AZ3354410988520120511","Wildfire",2012-05-11,33.541,-109.888,1468,"23b",37,"Tonto Transition Section",2012,5,2.98469996452332,16.0960006713867,32.2039985656738,5.38100004196167,-3.05,0.066295175,0,0,0,79.38578416,0,18.51427138,2.026482235,0,0,0.007167046,132,8.1,0.1667,0.3065,1778
"92","FL2854308064720120511","Wildfire",2012-05-11,28.548,-80.648,554,"75d",158,"Florida Coastal Lowlands (Eastern) Section",2012,5,102.012794494629,24.7980003356934,16.6919994354248,0.592999994754791,-2.87,3.089294029,11.63186361,0.157598768,0.00358179,6.302159819,0.356388123,0.70023998,0.974246929,0.655467603,0,76.12915935,132,7.1,0.2849,0.564,2
"93","AZ3393111147420120512","Wildfire",2012-05-12,33.959,-111.479,17687,"23h",37,"Tonto Transition Section",2012,5,0.634799957275391,19.0280017852783,34.6209983825684,8.53899955749512,-3.4,0,0.24895671,0.223881934,0.001791055,36.79902567,0,28.14464564,34.39542923,0.139702327,0,0.046567442,133,7.9,0.3124,0.6023,1416
"94","CO3740210724320120513","Wildfire",2012-05-13,37.426,-107.283,26240,"21e",57,"South-Central Highlands Section",2012,5,14.3870992660522,9.9370002746582,18.6560001373291,2.60400009155273,-1.96,0,0,0,6.270372891,49.86567325,15.99921195,3.395780349,24.44388724,0.007164094,0,0.017910234,134,4.7,0.3042,0.6371,2705
"95","MT4531410617720120513","Wildfire",2012-05-13,45.317,-106.17,1322,"43p",61,"Powder River Basin Section",2012,5,47.86669921875,11.8950004577637,19.5729999542236,1.30200004577637,-1.93,0,1.122710262,0.017906065,0,17.29188676,0,25.88321665,49.64993643,0.302612495,1.939226816,3.792504521,134,5.2,0.1506,0.2732,1082
"96","AZ3421511233820120513","Wildfire",2012-05-13,34.267,-112.337,16096,"23b",37,"Tonto Transition Section",2012,5,0,16.6840000152588,26.9610004425049,7.71999979019165,-3.47,0,0.030441945,0,0,17.90702672,0,8.842489793,73.22004154,0,0,0,134,7.4,0.25,0.5021,1634
"97","NV3991811733920120514","Wildfire",2012-05-14,39.918,-117.316,3767,"13r",33,"Central Great Basin Mountains Section",2012,5,12.5569000244141,13.4210004806519,26.19700050354,4.71199989318848,-3.07,0,0.128939828,0,0,0,0,6.271489971,93.5995702,0,0,0,135,8.2,0.1037,0.1548,1627
"98","NV3992311735620120514","Wildfire",2012-05-14,39.925,-117.371,2470,"13z",33,"Central Great Basin Mountains Section",2012,5,12.7187995910645,13.5440006256104,26.5939998626709,4.62799978256226,-3.08,0,0.046561605,0,0,0,0,8.576289398,91.377149,0,0,0,135,8.2,0.0901,0.1347,1544
"99","FL2641408080620120514","Wildfire",2012-05-14,26.402,-80.761,9100,"76a",101,"Everglades Section",2012,5,169.62239074707,25.5170021057129,20.1709995269775,0.541000008583069,-1.1,0.111025554,0,0.005372204,0,0,0,0,0.356356213,0,3.964686711,95.56255932,135,5.3,0.2909,0.5191,4
"100","NM3326710859220120509","Wildfire",2012-05-16,33.324,-108.573,306923,"23d",39,"White Mountain-San Francisco Peaks Section",2012,5,5.56889963150024,12.7640008926392,19.6539993286133,5.57999992370605,-2.99,0,0.005372685,0,0.60532254,15.11336366,0.068054013,28.34270568,55.86518142,0,0,0,137,6.5,0.2413,0.5069,2828
"101","NV3992811765320120516","Wildfire",2012-05-16,39.864,-117.589,17274,"13j",31,"Lahontan Basin Section",2012,5,11.231499671936,14.5260009765625,28.9230003356934,4.50400018692017,-3.42,0,0,0,0,0,0,7.420342808,92.57965719,0,0,0,137,7.4,0.1067,0.1715,1402
"102","UT4025411222220120517","Wildfire",2012-05-17,40.268,-112.238,1549,"13c",49,"Bonneville Basin Section",2012,5,11.0339994430542,13.2370004653931,23.7830009460449,3.39400005340576,-2.22,0,1.203567719,0.008955117,0.00537307,6.436938066,0,62.91506967,29.43009636,0,0,0,138,6,0.1327,0.1819,1644
"103","TX3401709930720120517","Wildfire",2012-05-17,34.016,-99.309,1281,"27h",77,"Rolling Plains Section",2012,5,82.9571990966797,25.3480014801025,38.6920013427734,3.83200001716614,-4.17,0.186266433,1.928932192,0,0,0,0,19.07798116,52.10445248,0.10567038,26.59311531,0.003582047,138,8.4,0.2407,0.4002,377
"104","LA3108909255720120519","Wildfire",2012-05-19,31.09,-92.555,588,"35e",95,"Coastal Plains and Flatwoods, Western Gulf Section",2012,5,79.3745956420898,24.5340003967285,25.82200050354,0.953000009059906,-2.8,0.510459951,4.219802264,1.413168076,0.483593638,83.25512251,0.522997564,0.435234274,1.337942399,0.055523714,0,7.76615561,140,6,0.3591,0.7219,66
"105","TX3119609768720111013","Wildfire",2011-10-13,31.195,-97.693,2236,"29e",78,"Edwards Plateau Section",2011,10,75.8840026855469,20.8610000610352,27.6000003814697,1.94200003147125,-5.07,0.223881934,1.556427203,0.574928806,4.674654774,9.75587914,0.265076209,17.60786632,63.41769205,0,0,1.923593574,286,4.3,0.1546,0.2259,294
"106","MN4828309604620111024","Wildfire",2011-10-24,48.287,-96.049,1146,"48d",112,"Lake Agassiz, Aspen Parklands Section",2011,10,18.0739994049072,8.9060001373291,11.8020000457764,1.28600001335144,1.28,8.371393262,1.871652965,0.522988197,0.361793205,0,0.008955277,0,0.046567442,1.722995361,23.13327244,63.96038185,297,1.3,0.2125,0.4759,348
"107","FL2616008100120111026","Wildfire",2011-10-26,26.159,-80.969,1410,"76b",101,"Everglades Section",2011,10,223.966003417969,24.492000579834,17.4729995727539,0.880999982357025,-1.73,0.308105687,1.065830721,0,0,8.103896104,3.070309001,0.044782803,0,0,0,87.40707568,299,3,0.3054,0.6232,4
"108","MO3747209133720111101","Wildfire",2011-11-01,37.462,-91.346,4792,"39h",106,"Ozark Highlands Section",2011,11,127.224998474121,9.26500034332275,8.39000034332275,1.182000041008,-0.0600000000000005,0,2.641996095,0,84.31281234,5.803435491,3.095165595,0.317039531,1.243081553,2.586469398,0,0,305,4.6,0.2019,0.5139,373
"109","TN3617008450920111112","Wildfire",2011-11-12,36.183,-84.508,970,"69d",124,"Southern Cumberland Mountains Section",2011,11,248.852005004883,8.98200035095215,7.95599985122681,0.490000009536743,2.57,0,0.510423383,0,85.59352389,0.625044774,10.75291926,2.118704778,0.338491296,0.057310696,0,0.003581918,316,2.8,0.2239,0.5429,693
"110","VA3798307892020111113","Wildfire",2011-11-13,37.99,-78.919,687,"66b",132,"Northern Ridge & Valley Section",2011,11,102.861000061035,8.66400051116943,8.74899959564209,0.671999990940094,0.57,0.220331393,5.62651142,0,75.56471115,0.755933721,7.408866995,1.137483206,0.161218092,8.422749664,0.610837438,0.091356919,317,4.4,0.2199,0.4897,550
"111","FL2963608198220111114","Wildfire",2011-11-14,29.644,-82.005,1945,"75c",99,"Coastal Plains and Flatwoods, Lower Section",2011,11,45.3629989624023,17.5370006561279,13.3229999542236,0.467999994754791,-4.41,4.94643305,16.59321366,0.596581748,0.892185317,38.20810491,0.012540757,7.88992798,2.194632556,11.57870221,0,17.08767781,318,3,0.265,0.5423,29
"112","AR3341409246120111013","Wildfire",2011-10-13,33.408,-92.453,502,"35c",94,"Mid Coastal Plains, Western Section",2011,10,45.8740005493164,15.8690004348755,23,0.090999998152256,-7.02,0.044774783,4.832094564,0.005372974,0.719978508,61.6692039,0.096713531,3.386764574,3.87212322,0.650129847,0.055520731,24.66732336,286,5.2,0.3177,0.7287,33
"113","NV3947511985120111118","Wildfire",2011-11-18,39.471,-119.838,1997,"13aa",28,"Northwestern Basin and Range Section",2011,11,3.85599994659424,5.0310001373291,9.85400009155273,1.69200003147125,0.710000000000001,0.234636671,38.19562609,0.010746718,0,2.294424245,0.034031273,30.13737888,27.92892837,0.179111963,0.016120077,0.968995719,322,1.9,0.1083,0.2038,1582
"114","NV3951511964820111123","Wildfire",2011-11-23,39.55,-119.652,2198,"13aa",28,"Northwestern Basin and Range Section",2011,11,4.1100001335144,4.59600019454956,9.33899974822998,1.43499994277954,-1.04,0.021488432,8.778024497,0.037604756,0,0,0,35.78182079,55.38106153,0,0,0,327,3,0.1072,0.1608,1766
"115","MN4720209633320111201","Wildfire",2011-12-01,47.195,-96.317,1213,"48b",65,"Red River Valley Section",2011,12,7.61700010299683,-5.26700019836426,2.74900007247925,0.449999988079071,-3.15,0.014327417,2.184931139,0,0.702043448,0,0.02507298,0,0.044773179,2.940702402,69.77810412,24.31004531,335,0.7,0.1139,0.2689,323
"116","TX2974909411120111217","Wildfire",2011-12-17,29.736,-94.115,1338,"34g",167,"Eastern Gulf Prairies and Marshes Section",2011,12,86.6210021972656,11.9670009613037,7.09600019454956,0.625999987125397,-5.86,7.003528632,1.185763671,0.327786634,0,0.003582368,0,0.03761486,1.393540991,9.846137312,0.195239033,80.0068065,351,2.1,0.1536,0.4083,2
"117","OK3633509654820111231","Wildfire",2011-12-31,36.332,-96.538,3290,"29a",89,"Flint Hills Section",2011,12,45.189998626709,4.41500043869019,6.8270001411438,0.512000024318695,-4.46,8.074367287,2.464580609,0.028657914,59.49382959,0.825706149,1.325428525,1.674696853,17.09623686,2.842506851,5.253353872,0.920635489,365,3.6,0.2129,0.4189,308
"118","TX2967809420020120102","Wildfire",2012-01-02,29.644,-94.199,13251,"34g",167,"Eastern Gulf Prairies and Marshes Section",2012,1,178.488998413086,14.0010004043579,6.83199977874756,0.569999992847443,-5.62,14.44613594,0.06805767,0.69490463,0,0,0,0.010745948,0.207754992,0.080594609,0,84.49180621,2,2.9,0.0435,0.3035,2
"119","MT4861511299420120104","Wildfire",2012-01-04,48.661,-112.946,5706,"42r",23,"Northwestern Glaciated Plains Section",2012,1,24.4899997711182,-4.42799997329712,3.82999992370605,0.805000007152557,1.33,0.270444532,1.153419064,2.265644589,0,0,0,2.716982484,45.941541,3.347422717,25.17820683,19.12633879,4,1.2,0.1051,0.2106,1265
"120","MT4853111296320120104","Wildfire",2012-01-04,48.57,-112.831,6141,"42q",23,"Northwestern Glaciated Plains Section",2012,1,21.3449993133545,-4.21200037002563,3.92700004577637,0.85699999332428,1.03,2.662822556,1.042207618,0.107444084,0,0,0,1.099511129,68.23594721,0.315169314,19.79657253,6.740325556,4,1.3,0.0496,0.2128,1251
"121","FL3027608500120120108","Wildfire",2012-01-08,30.272,-85.008,817,"75a",100,"Florida Coastal Lowlands (Western) Section",2012,1,93.4120025634766,12.2570009231567,11.8380002975464,0.158000007271767,-4.05,0.325960419,3.820184472,0,0.166562192,56.33921375,0,3.485269096,1.011910092,0.687740664,0.102086505,34.0610728,8,2.4,0.3183,0.7099,16
"122","NV3932611980920120119","Wildfire",2012-01-19,39.353,-119.782,3501,"13aa",32,"Mono Section",2012,1,65.9980010986328,2.75800013542175,9.01599979400635,1.42299997806549,-2.5,0.676970468,11.02673854,0.01253649,0,1.627952791,0,47.36644161,36.26090227,0.639360997,0,2.389096835,19,3.8,0.135,0.2146,1468
"123","FL2751208127720120120","Wildfire",2012-01-20,27.529,-81.305,1476,"75d",99,"Coastal Plains and Flatwoods, Lower Section",2012,1,2.57200002670288,16.2560005187988,16.7719993591309,0.382999986410141,-1.74,0.800788248,2.001074884,0.080616267,0.179147259,3.934073809,1.750268721,9.355069867,1.23074167,61.66965245,0.109279828,18.88928699,20,3.6,0.3389,0.5831,21
"124","TX3547410177720120121","Wildfire",2012-01-21,35.495,-101.778,1288,"26a",76,"Texas High Plains Section",2012,1,0.211999997496605,5.81800031661987,13.375,1.41199994087219,-3.91,0.223897974,0.071647352,0.171953644,0.272259937,0.010747103,0,76.19158502,8.782174139,0.005373551,0,14.27036128,21,3.1,0.0827,0.1886,901
"125","NM3329610850520110711","Wildfire",2011-07-11,33.32,-108.49,4256,"23c",39,"White Mountain-San Francisco Peaks Section",2011,7,134.063003540039,19.3970012664795,26.1879997253418,3.95199990272522,-4.02,0,0.00179128,0,0.01433024,93.51198366,0,5.929136961,0.542757855,0,0,0,192,5.2,0.2838,0.4672,2444
"126","NM3436110411620110711","Wildfire",2011-07-11,34.358,-104.091,1630,"26n",75,"Pecos Valley Section",2011,7,14.835000038147,28.4290008544922,50.7709999084473,8.46300029754639,-4.15,0,0.007164607,0,0,0,0,58.65842737,41.33440802,0,0,0,192,8.9,0.1157,0.1745,1268
"127","OK3415009503420110711","Wildfire",2011-07-11,34.147,-95.05,1217,"36e",92,"Ouachita Mountains Section",2011,7,20.2950000762939,30.673002243042,48.2050018310547,3.2720000743866,-5.76,4.638086028,3.964757709,0.012535368,14.09512553,31.53182193,14.13094087,16.54668529,11.96769457,2.938648329,0,0.17370438,192,9.6,0.3421,0.608,182
"128","TX3242110032020110711","Wildfire",2011-07-11,32.436,-100.361,3969,"27h",77,"Rolling Plains Section",2011,7,1.94000005722046,31.4420013427734,54.4780006408691,13.1169996261597,-4.64,0.03762362,6.498136735,0.053748029,0.679016769,0.732764799,0.317113373,65.48659882,24.85488032,0.003583202,1.229038269,0.107496058,192,9.4,0.131,0.2167,648
"129","TX3398209921920110711","Wildfire",2011-07-11,33.955,-99.304,2757,"27i",77,"Rolling Plains Section",2011,7,1.25999999046326,34.1160011291504,64.0749969482422,17.0939998626709,-5.59,2.58670106,0.431713958,0.001791344,0,0.010748065,0.016122098,18.72671253,66.52694182,0,11.29621668,0.403052451,192,10,0.1022,0.2,375
"130","AR3473409297020110712","Wildfire",2011-07-12,34.743,-92.965,593,"36c",92,"Ouachita Mountains Section",2011,7,54.9799995422363,29.2900009155273,32.7779998779297,2.53099989891052,-3.69,0.010746333,6.857951391,0.032238998,16.88607096,39.33336915,9.574982537,13.74276861,12.23469991,1.327172103,0,0,193,7.9,0.356,0.6413,228
"131","TX3321609834620110712","Wildfire",2011-07-12,33.225,-98.335,1060,"29c",162,"Cross Timbers and Prairie Section",2011,7,0,32.8400001525879,59.4230003356934,13.1280002593994,-4.49,0.526579739,2.100945694,0,25.52299756,0.925992263,0,12.72567703,57.56376272,0.008955438,0.54090844,0.084181115,193,9.1,0.3159,0.5003,399
"132","TX3216410133120110712","Wildfire",2011-07-12,32.154,-101.334,6770,"26c",76,"Texas High Plains Section",2011,7,0,31.2740020751953,53.5270004272461,14.1040000915527,-4.59,0.238189047,0.333106487,0,0.6930764,0.041190587,0.127153551,53.37583724,44.03452846,0,0.761130413,0.395787815,193,9.3,0.1205,0.2291,762
"133","NM3434710522620110713","Wildfire",2011-07-13,34.332,-105.22,1639,"26o",75,"Pecos Valley Section",2011,7,26.4060001373291,24.6490020751953,39.7389984130859,6.92700004577637,-3.74,0,0.005371627,0,0,0,0,61.96350875,38.03111963,0,0,0,194,7.5,0.1096,0.167,1834
"134","TX3094010424220110713","Wildfire",2011-07-13,30.927,-104.245,2737,"24c",38,"Basin and Range Section",2011,7,34.6310005187988,26.0350017547607,39.1539993286133,8.75300025939941,-4.2,0,0.023284972,0,2.032957191,3.433637829,0,66.10603618,28.40408383,0,0,0,194,6.8,0.088,0.168,1613
"135","OK3436309706120110714","Wildfire",2011-07-14,34.371,-97.062,3942,"29i",162,"Cross Timbers and Prairie Section",2011,7,8.77499961853027,32.1940002441406,52.8170013427734,8.69299983978271,-5.43,1.864789338,1.889868157,0.994196045,22.89337919,5.091000287,6.078030954,0.80968759,54.00365434,6.226712525,0,0.148681571,195,8.5,0.2552,0.5052,326
"136","CA4180512136320110715","Wildfire",2011-07-15,41.776,-121.357,2769,"9s",12,"Modoc Plateau Section",2011,7,4.08599996566772,17.6240005493164,28.6709995269775,1.4210000038147,1.13,0.003582175,0.820318097,0.051941539,0,0.025075226,0,46.54499212,47.98144433,1.017337727,3.555308783,0,196,5.3,0.1317,0.2389,1263
"137","NV4047011630920110715","Wildfire",2011-07-15,40.482,-116.311,1459,"13r",50,"Northeastern Great Basin Section",2011,7,2.9779999256134,21.8870010375977,42.7089996337891,7.66300010681152,1.62,0,0,0,0,0,0,4.949040821,95.05095918,0,0,0,196,6.6,0.12,0.2366,1768
"138","TX3271509932520110715","Wildfire",2011-07-15,32.743,-99.365,4317,"27j",77,"Rolling Plains Section",2011,7,0.572000026702881,32.2620010375977,56.5629997253418,13.2119998931885,-4.81,0.103873775,1.251858087,0,1.305585902,1.414832459,0.085964504,60.82705016,34.69025915,0.01253649,0.306248545,0.001790927,196,9.6,0.2088,0.3281,482
"139","UT4083411277420110716","Wildfire",2011-07-16,40.887,-112.796,16165,"13c",49,"Bonneville Basin Section",2011,7,7.03399991989136,23.9290008544922,37.7120018005371,9.03899955749512,6.27,0,0.001791055,0,0.03940322,0.723586409,0.003582111,16.45979976,82.77183744,0,0,0,197,7.8,0.1639,0.2426,1430
"140","ID4542211415020110717","Wildfire",2011-07-17,45.42,-114.142,1799,"16i",26,"Idaho Batholith Section",2011,7,13.710000038147,18.4440002441406,29.1019992828369,4.16800022125244,2.58,0.467540843,0.019704786,0.010748065,0,49.14732015,0,31.22850387,18.87718544,0,0,0.248996847,198,7.7,0.2629,0.5056,1554
